name,checked,lemma,path,dictionary
boxer,boxer,boxer,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/boxer.mp4'],SpreadTheSign
noiva,noiva,noivar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/noiva.mp4'],SpreadTheSign
atalho,atalho,atalho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/atalho.mp4'],SpreadTheSign
escalar,escalar,escalar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/escalar.mp4'],SpreadTheSign
três,três,três,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/três.mp4'],SpreadTheSign
diplomar se,diplomar se,diplomar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/diplomar-se.mp4'],SpreadTheSign
aflição,aflição,aflição,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aflição.mp4'],SpreadTheSign
aceleração,aceleração,aceleração,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aceleração.mp4'],SpreadTheSign
substituir,substituir,substituir,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/substituir.mp4'],SpreadTheSign
quinta feira,quinta feira,quinta,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/quinta-feira.mp4'],SpreadTheSign
agressivo,agressivo,agressivo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/agressivo.mp4'],SpreadTheSign
estilo arquitetônico,estilo arquitetônico,estilo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/estilo arquitetônico.mp4'],SpreadTheSign
balanço,balanço,balanço,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/balanço.mp4'],SpreadTheSign
milho,milho,milho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/milho.mp4'],SpreadTheSign
desculpar,desculpar,desculpar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/desculpar.mp4'],SpreadTheSign
garganta,garganta,garganta,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/garganta.mp4'],SpreadTheSign
em casa,em casa,em,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/em casa.mp4'],SpreadTheSign
enganar,enganar,enganar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/enganar.mp4'],SpreadTheSign
ovo mal passado,ovo mal passado,ovo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Ovo mal passado.mp4'],SpreadTheSign
arrogante,arrogante,arrogante,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/arrogante.mp4'],SpreadTheSign
desenho animado,desenho animado,desenho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/desenho animado.mp4'],SpreadTheSign
artéria,artéria,artér,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/artéria.mp4'],SpreadTheSign
esquema,esquema,esquema,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/esquema.mp4'],SpreadTheSign
engarrafamento,engarrafamento,engarrafamento,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/engarrafamento.mp4'],SpreadTheSign
banquete,banquete,Banquete,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/banquete.mp4'],SpreadTheSign
zagueiro,zagueiro,zagueiro,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/zagueiro.mp4'],SpreadTheSign
montanha,montanha,montanha,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/montanha.mp4'],SpreadTheSign
agora,agora,agora,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/agora.mp4'],SpreadTheSign
verniz claro,verniz claro,verniz,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/verniz claro.mp4'],SpreadTheSign
vinho,vinho,vinho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/vinho.mp4'],SpreadTheSign
em espera,em espera,em,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/em espera.mp4'],SpreadTheSign
confuso,confuso,confuso,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/confuso.mp4'],SpreadTheSign
banana,banana,banano,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/banana.mp4'],SpreadTheSign
raquete de badminton,raquete de badminton,raquete,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/raquete de badminton.mp4'],SpreadTheSign
estúpido,estúpido,estúpir,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/estúpido.mp4'],SpreadTheSign
império,império,império,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/império.mp4'],SpreadTheSign
aluguel de carro,aluguel de carro,aluguel,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aluguel de carro.mp4'],SpreadTheSign
de preferência,de preferência,de,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/de preferência.mp4'],SpreadTheSign
pesquisador,pesquisador,pesquisador,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/pesquisador.mp4'],SpreadTheSign
parabéns,parabéns,parabéns,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Parabéns.mp4'],SpreadTheSign
ilusão,ilusão,ilusão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ilusão.mp4'],SpreadTheSign
intestinos,intestinos,intestino,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/intestinos.mp4'],SpreadTheSign
didática,didática,didáticar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/didática.mp4'],SpreadTheSign
memória só de leitura,memória só de leitura,memória,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/memória só de leitura.mp4'],SpreadTheSign
intervalo,intervalo,intervalo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/intervalo.mp4'],SpreadTheSign
crime,crime,crime,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/crime.mp4'],SpreadTheSign
opaco,opaco,opaco,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/opaco.mp4'],SpreadTheSign
ioga,ioga,ioga,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ioga.mp4'],SpreadTheSign
namorado,namorado,namorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/namorado.mp4'],SpreadTheSign
casa dos barcos,casa dos barcos,casa,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/casa dos barcos.mp4'],SpreadTheSign
deteriorar,deteriorar,deteriorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/deteriorar.mp4'],SpreadTheSign
biologia,biologia,biologio,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/biologia.mp4'],SpreadTheSign
transferir,transferir,transferir,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/transferir.mp4'],SpreadTheSign
copiar,copiar,copiar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/copiar.mp4'],SpreadTheSign
discordar,discordar,discordar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/discordar.mp4'],SpreadTheSign
sugestão,sugestão,sugestão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/sugestão.mp4'],SpreadTheSign
nervoso,nervoso,nervoso,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/nervoso.mp4'],SpreadTheSign
iniciar o computador,iniciar o computador,iniciar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/iniciar o computador.mp4'],SpreadTheSign
criação de animais,criação de animais,criação,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/criação de animais.mp4'],SpreadTheSign
clorofila,clorofila,clorofila,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/clorofila.mp4'],SpreadTheSign
ciclismo,ciclismo,ciclismo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ciclismo.mp4'],SpreadTheSign
16,16,16,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/16.mp4'],SpreadTheSign
história,história,história,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/história.mp4'],SpreadTheSign
afogar se,afogar se,afogar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/afogar-se.mp4'],SpreadTheSign
enfermeira chefe,enfermeira chefe,enfermeirar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/enfermeira chefe.mp4'],SpreadTheSign
projeto de final de curso,projeto de final de curso,projeto,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Projeto de final de curso.mp4'],SpreadTheSign
agência de turismo,agência de turismo,agência,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/agência de turismo.mp4'],SpreadTheSign
estratégias de aprendizagem alternativas,estratégias de aprendizagem alternativas,estratégia,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/estratégias de aprendizagem alternativas.mp4'],SpreadTheSign
maravilhado,maravilhado,maravilhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/maravilhado.mp4'],SpreadTheSign
poltrona,poltrona,poltronar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/poltrona.mp4'],SpreadTheSign
grupo alvo,grupo alvo,grupo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/grupo-alvo.mp4'],SpreadTheSign
hortelã pimenta,hortelã pimenta,hortelã,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/hortelã-pimenta.mp4'],SpreadTheSign
xícara de café,xícara de café,xícar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Xícara de café.mp4'],SpreadTheSign
professor mediador,professor mediador,professor,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/professor mediador.mp4'],SpreadTheSign
linguiça,linguiça,linguiço,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Linguiça.mp4'],SpreadTheSign
sapo de árvore,sapo de árvore,Sapo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/sapo de árvore.mp4'],SpreadTheSign
máquina de fazer pão,máquina de fazer pão,máquina,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/máquina de fazer pão.mp4'],SpreadTheSign
relaxar,relaxar,relaxar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/relaxar.mp4'],SpreadTheSign
velocímetro,velocímetro,velocímetro,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/velocímetro.mp4'],SpreadTheSign
saúde infantil,saúde infantil,saúde,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/saúde infantil.mp4'],SpreadTheSign
peruca,peruca,perucar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/peruca.mp4'],SpreadTheSign
caldo,caldo,caldo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/caldo.mp4'],SpreadTheSign
atitude,atitude,atitude,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/atitude.mp4'],SpreadTheSign
fontes de energia renováveis,fontes de energia renováveis,fonte,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/fontes de energia renováveis.mp4'],SpreadTheSign
não pode ser,não pode ser,não,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/não pode ser.mp4'],SpreadTheSign
deserto,deserto,deserto,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/deserto.mp4'],SpreadTheSign
atriz,atriz,atriz,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/atriz.mp4'],SpreadTheSign
analfabeto,analfabeto,analfabeto,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/analfabeto.mp4'],SpreadTheSign
folheto,folheto,folheto,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/folheto.mp4'],SpreadTheSign
costura,costura,costura,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/costura.mp4'],SpreadTheSign
dever,dever,dever,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/dever.mp4'],SpreadTheSign
inseticida,inseticida,inseticer,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/inseticida.mp4'],SpreadTheSign
painel da porta,painel da porta,painel,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Painel da porta.mp4'],SpreadTheSign
mudança de óleo,mudança de óleo,mudança,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Mudança de óleo.mp4'],SpreadTheSign
maduro,maduro,maduro,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/maduro.mp4'],SpreadTheSign
coleira,coleira,coleirar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/coleira.mp4'],SpreadTheSign
aptidão,aptidão,aptidão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aptidão.mp4'],SpreadTheSign
ups!,ups!,ups,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Ups!.mp4'],SpreadTheSign
armário dos medicamentos,armário dos medicamentos,armário,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/armário dos medicamentos.mp4'],SpreadTheSign
alumínio,alumínio,alumínio,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/alumínio.mp4'],SpreadTheSign
palhaço,palhaço,palhaço,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Palhaço.mp4'],SpreadTheSign
habilidades para a vida,habilidades pará a vida,habilidade,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/habilidades para a vida.mp4'],SpreadTheSign
educação,educação,Educação,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/educação.mp4'],SpreadTheSign
gravidez,gravidez,gravidez,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/gravidez.mp4'],SpreadTheSign
carne de cordeiro,carne de cordeiro,carne,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/carne de cordeiro.mp4'],SpreadTheSign
sou muito velho,sou muito velho,ser,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/sou muito velho.mp4'],SpreadTheSign
inclusão,inclusão,inclusão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Inclusão.mp4'],SpreadTheSign
conto de fadas,conto de fadas,conto,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/conto de fadas.mp4'],SpreadTheSign
clínico,clínico,clínico,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/clínico.mp4'],SpreadTheSign
proteção ambiental,proteção ambiental,proteção,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/proteção ambiental.mp4'],SpreadTheSign
herpes,herpes,herpes,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/herpes.mp4'],SpreadTheSign
inferior,inferior,inferior,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/inferior.mp4'],SpreadTheSign
pão de forma,pão de forma,pão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/pão de forma.mp4'],SpreadTheSign
aliança de casado,aliança de casado,aliança,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aliança de casado.mp4'],SpreadTheSign
decoração,decoração,decoração,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/decoração.mp4'],SpreadTheSign
usb,usb,usb,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/usb.mp4'],SpreadTheSign
vestido de criança,vestido de criança,vestir,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/vestido de criança.mp4'],SpreadTheSign
habilidades em grupo,habilidades em grupo,habilidade,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Habilidades em grupo.mp4'],SpreadTheSign
legume,legume,legume,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/legume.mp4'],SpreadTheSign
chifres de veado,chifres de veado,chifr,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/chifres de veado.mp4'],SpreadTheSign
inclinar se,inclinar se,inclinar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/inclinar-se.mp4'],SpreadTheSign
concha,concha,conchar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/concha.mp4'],SpreadTheSign
fresco,fresco,fresco,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/fresco.mp4'],SpreadTheSign
jogador de cartas profissional,jogador de cartas profissional,jogador,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/jogador de cartas profissional.mp4'],SpreadTheSign
mocho,mocho,mocho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/mocho.mp4'],SpreadTheSign
pistola de cola quente,pistola de cola quente,pistolar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Pistola de cola quente.mp4'],SpreadTheSign
contador,contador,contador,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/contador.mp4'],SpreadTheSign
desenho industrial,desenho industrial,desenho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/desenho industrial.mp4'],SpreadTheSign
doutorado,doutorado,doutorar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Doutorado.mp4'],SpreadTheSign
no caso de,no caso de,em o,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/no caso de.mp4'],SpreadTheSign
forma de bolo,forma de bolo,forma,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/forma de bolo.mp4'],SpreadTheSign
baguete,baguete,baguete,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/baguete.mp4'],SpreadTheSign
internet móvel,internet móvel,Internet,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/internet móvel.mp4'],SpreadTheSign
sala de refeições,sala de refeições,sala,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/sala de refeições.mp4'],SpreadTheSign
lombo de porco,lombo de porco,lombo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/lombo de porco.mp4'],SpreadTheSign
facilitar,facilitar,facilitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/facilitar.mp4'],SpreadTheSign
professor de educação física,professor de educação física,professor,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/professor de educação física.mp4'],SpreadTheSign
forma de gelo,forma de gelo,forma,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/forma de gelo.mp4'],SpreadTheSign
bule,bule,bule,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/bule.mp4'],SpreadTheSign
motoserra,motoserra,motoserra,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/motoserra.mp4'],SpreadTheSign
vou às compras,vou às compras,ir,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/vou às compras.mp4'],SpreadTheSign
certo,certo,certo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/certo.mp4'],SpreadTheSign
pá,pá,pá,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/pá.mp4'],SpreadTheSign
microsoft windows,microsoft windows,microsoft,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/microsoft windows.mp4'],SpreadTheSign
aranha,aranha,aranhar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/aranha.mp4'],SpreadTheSign
funil gotejador,funil gotejador,funil,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/funil gotejador.mp4'],SpreadTheSign
água gaseificada,água gaseificada,água,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/água gaseificada.mp4'],SpreadTheSign
ramo de flores,ramo de flores,ramo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ramo de flores.mp4'],SpreadTheSign
pedra,pedra,pedra,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/pedra.mp4'],SpreadTheSign
molde auditivo,molde auditivo,molde,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/molde auditivo.mp4'],SpreadTheSign
pintura,pintura,pintura,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Pintura.mp4'],SpreadTheSign
crescimento,crescimento,crescimento,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/crescimento.mp4'],SpreadTheSign
torta de maçã,torta de maçã,torta,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/torta de maçã.mp4'],SpreadTheSign
para baixo,pará baixo,para,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/para baixo.mp4'],SpreadTheSign
visitar,visitar,visitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/visitar.mp4'],SpreadTheSign
anexo,anexo,anexo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/anexo.mp4'],SpreadTheSign
barco a vapor,barco a vapor,barco,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/barco a vapor.mp4'],SpreadTheSign
barulho,barulho,barulho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/barulho.mp4'],SpreadTheSign
1,1,1,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/1.mp4'],SpreadTheSign
ginástica,ginástica,ginástica,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ginástica.mp4'],SpreadTheSign
picar os alimentos,picar os alimentos,picar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Picar os alimentos.mp4'],SpreadTheSign
plantar,plantar,plantar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/plantar.mp4'],SpreadTheSign
luar,luar,luar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/luar.mp4'],SpreadTheSign
ovário,ovário,ovário,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/ovário.mp4'],SpreadTheSign
esconder,esconder,esconder,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/esconder.mp4'],SpreadTheSign
órbita,órbita,órbitar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/órbita.mp4'],SpreadTheSign
moedor de pimenta,moedor de pimenta,moedor,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/moedor de pimenta.mp4'],SpreadTheSign
moedor de carne,moedor de carne,moedor,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/moedor de carne.mp4'],SpreadTheSign
pilha,pilha,pilho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/Pilha.mp4'],SpreadTheSign
irado,irado,irar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/irado.mp4'],SpreadTheSign
futuro,futuro,futuro,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/futuro.mp4'],SpreadTheSign
berinjela,berinjela,berinjela,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/berinjela.mp4'],SpreadTheSign
chão,chão,chão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/chão.mp4'],SpreadTheSign
piolho,piolho,piolho,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/piolho.mp4'],SpreadTheSign
tornado,tornado,tornar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/tornado.mp4'],SpreadTheSign
leite,leite,leite,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/leite.mp4'],SpreadTheSign
cosmético,cosmético,cosmético,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/cosmético.mp4'],SpreadTheSign
conectar,conectar,conectar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/conectar.mp4'],SpreadTheSign
bilinguismo,bilinguismo,bilinguismo,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/bilinguismo.mp4'],SpreadTheSign
palito de fósforo,palito de fósforo,palito,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/palito de fósforo.mp4'],SpreadTheSign
mil,mil,mil,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/mil.mp4'],SpreadTheSign
excel,excel,excel,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/excel.mp4'],SpreadTheSign
útil,útil,útil,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/útil.mp4'],SpreadTheSign
chamar se,chamar se,chamar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/chamar-se.mp4'],SpreadTheSign
kiwi,kiwi,kiwi,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/kiwi.mp4'],SpreadTheSign
fazer um bolo,fazer um bolo,fazer,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/fazer um bolo.mp4'],SpreadTheSign
campus universitário,campus universitário,campus,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/campus Universitário.mp4'],SpreadTheSign
anotar,anotar,anotar,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/anotar.mp4'],SpreadTheSign
croissant,croissant,croissant,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/croissant.mp4'],SpreadTheSign
1000,1000,1000,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/1000.mp4'],SpreadTheSign
milhão,milhão,milhão,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/milhão.mp4'],SpreadTheSign
operador,operador,operador,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/operador.mp4'],SpreadTheSign
máquina eléctrica,máquina eléctrica,máquina,['/mnt/E-SSD/LIBRAS_datasets/datasets/spread_the_sign/videos/máquina eléctrica.mp4'],SpreadTheSign
